transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
T29571,C010,P005,2023-06-21,1,30000,30000
T37095,C010,P005,2024-04-19,1,30000,30000
T50162,C001,P002,2023-03-23,2,2000,4000
T35162,C008,P007,2023-11-14,10,150,1500
T7950,C003,P003,2024-09-28,1,7500,7500
T27197,C008,P007,2023-06-13,11,150,1650
T45160,C007,P006,2024-06-14,3,1200,3600
T18092,C002,P002,2023-11-28,3,2000,6000
T34530,C010,P005,2023-04-09,1,30000,30000
T40768,C007,P006,2023-01-17,1,1200,1200
T6351,C010,P005,2023-07-31,1,30000,30000
T37114,C007,P006,2024-02-07,3,1200,3600
T47745,C004,P003,2024-03-13,2,7500,15000
T53935,C007,P006,2024-11-23,3,1200,3600
T2256,C010,P005,2023-06-26,1,30000,30000
T42713,C008,P007,2023-05-21,9,150,1350
T30292,C007,P006,2024-06-25,3,1200,3600
T20390,C001,P002,2024-06-19,2,2000,4000
T26231,C001,P002,2024-06-21,1,2000,2000
T54809,C008,P007,2024-12-04,11,150,1650
T5708,C002,P002,2024-07-18,3,2000,6000
T2767,C009,P004,2024-08-02,3,500,1500
T13054,C009,P004,2023-02-26,3,500,1500
T40615,C007,P006,2024-11-08,3,1200,3600
T23094,C004,P003,2024-02-27,1,7500,7500
T44332,C007,P006,2023-05-06,1,1200,1200
T47926,C001,P001,2024-06-01,1,55000,55000
T28130,C001,P002,2023-05-27,1,2000,2000
T33071,C001,P002,2023-03-07,1,2000,2000
T7122,C003,P003,2024-08-14,2,7500,15000
T20653,C007,P006,2024-12-14,3,1200,3600
T25293,C003,P003,2024-06-04,1,7500,7500
T34472,C002,P002,2024-02-15,2,2000,4000
T38172,C003,P003,2023-10-04,1,7500,7500
T34494,C010,P005,2024-10-05,2,30000,60000
T38483,C008,P007,2023-08-01,11,150,1650
T2036,C002,P002,2024-10-30,1,2000,2000
T43634,C002,P002,2024-10-27,3,2000,6000
T50061,C003,P003,2024-02-28,2,7500,15000
T34133,C001,P002,2024-01-21,1,2000,2000
T8089,C007,P006,2024-10-17,1,1200,1200
T31922,C008,P007,2023-05-10,11,150,1650
T43434,C004,P003,2024-04-15,1,7500,7500
T3550,C009,P004,2023-06-10,4,500,2000
T6365,C002,P002,2023-12-09,3,2000,6000
T32278,C009,P004,2024-12-22,3,500,1500
T51353,C008,P007,2024-06-22,9,150,1350
T33454,C001,P001,2023-09-14,1,55000,55000
T31604,C001,P002,2024-12-12,1,2000,2000
T46661,C001,P002,2024-01-25,1,2000,2000
T54768,C003,P003,2024-01-29,1,7500,7500
T23273,C008,P007,2024-03-24,11,150,1650
T12057,C010,P005,2023-06-02,1,30000,30000
T18425,C002,P002,2024-11-10,1,2000,2000
T37197,C004,P003,2023-10-22,1,7500,7500
T16758,C004,P003,2023-03-28,2,7500,15000
T41781,C003,P003,2023-07-03,1,7500,7500
T37767,C003,P003,2024-03-20,1,7500,7500
T21220,C007,P006,2023-12-04,1,1200,1200
T28699,C007,P006,2023-09-24,3,1200,3600
T36446,C001,P002,2024-02-03,1,2000,2000
T23582,C002,P002,2024-02-10,1,2000,2000
T48809,C002,P002,2024-08-06,1,2000,2000
T42141,C003,P003,2024-01-14,1,7500,7500
T46259,C008,P007,2024-06-06,11,150,1650
T17092,C001,P001,2024-11-16,1,55000,55000
T1683,C004,P003,2024-06-18,2,7500,15000
T37400,C001,P002,2024-01-12,2,2000,4000
T8763,C010,P005,2023-09-26,1,30000,30000
T2787,C010,P005,2024-02-29,1,30000,30000
T50697,C004,P003,2024-08-24,1,7500,7500
T24189,C010,P005,2023-06-30,1,30000,30000
T44587,C001,P001,2023-12-14,2,55000,110000
T51733,C001,P001,2024-10-18,1,55000,55000
T38549,C002,P002,2024-12-20,1,2000,2000
T19456,C007,P006,2023-10-24,1,1200,1200
T29093,C001,P002,2024-05-03,1,2000,2000
T52928,C008,P007,2024-09-25,11,150,1650
T32858,C008,P007,2023-09-16,10,150,1500
T5100,C010,P005,2024-12-03,1,30000,30000
T21572,C008,P007,2024-05-07,10,150,1500
T3782,C002,P002,2024-09-25,3,2000,6000
T48896,C008,P007,2024-08-26,11,150,1650
T26084,C002,P002,2023-05-28,1,2000,2000
T24193,C001,P001,2023-03-15,2,55000,110000
T37680,C010,P005,2023-10-08,1,30000,30000
T44330,C001,P002,2023-11-04,1,2000,2000
T27865,C001,P001,2024-03-15,2,55000,110000
T45201,C003,P003,2024-03-14,1,7500,7500
T33023,C002,P002,2023-08-02,3,2000,6000
T51176,C002,P002,2024-08-05,1,2000,2000
T22855,C009,P004,2023-06-02,4,500,2000
T16776,C004,P003,2024-08-07,2,7500,15000
T5210,C008,P007,2024-03-24,10,150,1500
T6957,C004,P003,2023-02-16,2,7500,15000
T8363,C002,P002,2024-09-05,3,2000,6000
T20430,C004,P003,2023-10-01,2,7500,15000
T25082,C008,P007,2023-12-11,10,150,1500
T27321,C010,P005,2023-06-27,2,30000,60000
T47308,C009,P004,2024-02-23,4,500,2000
T22858,C007,P006,2024-08-26,1,1200,1200
T23941,C001,P001,2023-09-30,1,55000,55000
T25483,C009,P004,2024-04-07,2,500,1000
T21001,C009,P004,2024-04-23,4,500,2000
T6099,C010,P005,2024-06-30,2,30000,60000
T47212,C007,P006,2024-05-13,3,1200,3600
T15895,C001,P001,2023-06-25,1,55000,55000
T1014,C010,P005,2023-09-19,1,30000,30000
T41951,C002,P002,2023-05-26,1,2000,2000
T31125,C003,P003,2023-06-25,1,7500,7500
T18767,C002,P002,2024-02-25,1,2000,2000
T36259,C007,P006,2024-08-15,3,1200,3600
T4297,C009,P004,2024-09-22,3,500,1500
T39030,C010,P005,2023-05-18,1,30000,30000
T23987,C002,P002,2023-06-26,3,2000,6000
T49711,C009,P004,2023-05-24,3,500,1500
T16925,C001,P002,2023-07-05,2,2000,4000
T2641,C009,P004,2024-05-30,3,500,1500
T33392,C002,P002,2023-05-29,2,2000,4000
T49032,C004,P003,2024-05-25,1,7500,7500
T38880,C004,P003,2023-08-10,2,7500,15000
T28968,C010,P005,2024-04-30,1,30000,30000
T24682,C009,P004,2024-10-25,4,500,2000
T28752,C010,P005,2024-04-25,2,30000,60000
T53050,C009,P004,2024-08-27,2,500,1000
T47989,C001,P001,2023-02-08,1,55000,55000
T25088,C001,P002,2024-01-19,1,2000,2000
T52769,C002,P002,2024-10-07,1,2000,2000
T30564,C004,P003,2023-02-28,1,7500,7500
T6184,C001,P001,2024-11-15,2,55000,110000
T13863,C003,P003,2024-08-19,1,7500,7500
T8381,C002,P002,2024-06-09,2,2000,4000
T10822,C009,P004,2024-11-13,3,500,1500
T37968,C010,P005,2023-10-03,1,30000,30000
T34275,C003,P003,2023-11-23,1,7500,7500
T16736,C001,P002,2024-09-06,1,2000,2000
T12253,C009,P004,2024-02-20,3,500,1500
T31101,C010,P005,2024-08-19,1,30000,30000
T47436,C010,P005,2024-12-06,2,30000,60000
T23023,C001,P001,2024-04-06,1,55000,55000
T20106,C004,P003,2023-11-26,2,7500,15000
T26007,C010,P005,2023-05-16,1,30000,30000
T47102,C001,P002,2023-08-27,1,2000,2000
T25937,C008,P007,2023-06-16,9,150,1350
T32691,C003,P003,2024-09-23,1,7500,7500
T8663,C001,P002,2024-03-10,2,2000,4000
T50642,C008,P007,2024-05-08,10,150,1500
T48982,C009,P004,2024-03-20,2,500,1000
T20135,C002,P002,2023-10-13,1,2000,2000
T26005,C009,P004,2023-04-09,3,500,1500
T12726,C004,P003,2023-11-21,1,7500,7500
T26482,C009,P004,2024-03-05,4,500,2000
T2683,C001,P001,2024-06-26,1,55000,55000
T7250,C001,P002,2023-04-13,2,2000,4000
T51273,C004,P003,2024-09-14,1,7500,7500
T11556,C004,P003,2024-08-07,2,7500,15000
T33956,C008,P007,2024-07-18,11,150,1650
T9316,C001,P001,2023-06-21,1,55000,55000
T42982,C007,P006,2024-04-15,3,1200,3600
T9643,C009,P004,2023-11-06,3,500,1500
T29945,C002,P002,2023-01-22,2,2000,4000
T2606,C001,P002,2024-03-21,1,2000,2000
T8923,C009,P004,2023-09-22,3,500,1500
T33754,C009,P004,2023-04-28,3,500,1500
T35861,C001,P002,2023-09-06,1,2000,2000
T23851,C001,P001,2023-11-25,1,55000,55000
T10670,C001,P002,2023-04-22,1,2000,2000
T2405,C002,P002,2024-07-27,1,2000,2000
T54411,C010,P005,2023-07-09,2,30000,60000
T13193,C008,P007,2024-09-02,10,150,1500
T7287,C010,P005,2023-04-05,1,30000,30000
T54550,C001,P001,2024-06-10,1,55000,55000
T15949,C001,P001,2023-06-30,2,55000,110000
T45025,C007,P006,2024-07-13,3,1200,3600
T14855,C001,P002,2023-10-01,1,2000,2000
T6903,C004,P003,2023-05-04,2,7500,15000
T8546,C001,P002,2023-11-13,2,2000,4000
T13491,C004,P003,2023-04-14,1,7500,7500
T28854,C004,P003,2024-05-29,1,7500,7500
T27704,C002,P002,2024-04-22,2,2000,4000
T33085,C001,P001,2023-02-25,1,55000,55000
T52339,C009,P004,2023-07-06,3,500,1500
T34401,C003,P003,2023-02-16,2,7500,15000
T18791,C008,P007,2023-08-11,9,150,1350
T35736,C010,P005,2023-02-19,1,30000,30000
T24157,C001,P001,2023-06-01,1,55000,55000
T35912,C002,P002,2024-08-03,1,2000,2000
T30846,C003,P003,2024-12-04,2,7500,15000
T43202,C002,P002,2023-12-09,1,2000,2000
T17513,C008,P007,2023-05-07,11,150,1650
T10857,C003,P003,2023-12-28,1,7500,7500
T1826,C008,P007,2023-11-07,9,150,1350
T53483,C001,P002,2024-09-12,2,2000,4000
T45834,C010,P005,2024-11-22,2,30000,60000
T4991,C001,P002,2023-09-12,2,2000,4000
T12946,C009,P004,2024-08-17,4,500,2000
T24095,C002,P002,2024-11-15,1,2000,2000
T27349,C007,P006,2024-11-10,1,1200,1200
T27930,C003,P003,2023-11-16,1,7500,7500
T25313,C001,P002,2024-10-22,2,2000,4000
T7993,C001,P001,2023-03-24,1,55000,55000
T47640,C003,P003,2024-10-09,1,7500,7500
T32682,C003,P003,2023-07-08,1,7500,7500
T1170,C004,P003,2023-04-14,1,7500,7500
T43208,C008,P007,2024-01-13,10,150,1500
T51535,C001,P001,2023-01-27,1,55000,55000
T10443,C003,P003,2023-12-26,1,7500,7500
T6480,C004,P003,2024-09-01,1,7500,7500
T51749,C008,P007,2024-12-16,11,150,1650
T24427,C001,P001,2024-10-21,1,55000,55000
T42056,C008,P007,2024-12-12,11,150,1650
T46874,C002,P002,2024-09-02,1,2000,2000
T36527,C001,P002,2023-09-07,1,2000,2000
T35304,C010,P005,2024-11-28,2,30000,60000
T41804,C008,P007,2024-09-17,11,150,1650
T34960,C009,P004,2024-03-03,4,500,2000
T4348,C001,P001,2024-01-07,2,55000,110000
T12482,C008,P007,2023-09-20,10,150,1500
T27919,C001,P001,2023-06-07,2,55000,110000
T29748,C003,P003,2023-10-28,1,7500,7500
T35130,C003,P003,2023-06-12,1,7500,7500
T3910,C009,P004,2024-05-05,3,500,1500
T42614,C008,P007,2024-04-11,10,150,1500
T53581,C009,P004,2024-11-28,4,500,2000
T9144,C004,P003,2024-11-08,1,7500,7500
T26871,C010,P005,2023-03-20,1,30000,30000
T51556,C009,P004,2024-07-30,4,500,2000
T54461,C002,P002,2024-06-28,3,2000,6000
T38593,C001,P001,2024-07-01,1,55000,55000
T15891,C010,P005,2023-12-31,1,30000,30000
T12701,C002,P002,2023-01-17,2,2000,4000
T9376,C007,P006,2024-01-16,2,1200,2400
T7714,C001,P001,2024-06-04,1,55000,55000
T41236,C007,P006,2024-06-26,2,1200,2400
T26076,C003,P003,2024-03-11,2,7500,15000
T45746,C008,P007,2023-12-18,11,150,1650
T44405,C008,P007,2024-10-07,9,150,1350
T45092,C002,P002,2024-02-03,3,2000,6000
T8256,C003,P003,2023-03-10,2,7500,15000
T1602,C004,P003,2024-03-10,2,7500,15000
T6998,C001,P002,2023-01-01,2,2000,4000
T8477,C008,P007,2024-12-12,11,150,1650
T1003,C009,P004,2024-04-27,4,500,2000
T24505,C007,P006,2023-12-23,1,1200,1200
T19368,C004,P003,2023-10-02,1,7500,7500
T19016,C008,P007,2023-02-14,9,150,1350
T42150,C003,P003,2023-10-22,1,7500,7500
T26379,C004,P003,2024-09-03,1,7500,7500
T19419,C010,P005,2023-01-04,2,30000,60000
T35979,C010,P005,2023-12-28,1,30000,30000
T16164,C004,P003,2024-08-14,1,7500,7500
T43893,C004,P003,2024-10-11,1,7500,7500
T54340,C007,P006,2024-06-22,1,1200,1200
T27094,C009,P004,2023-08-07,2,500,1000
T10757,C002,P002,2023-09-17,3,2000,6000
T31672,C001,P001,2023-02-03,2,55000,110000
T4393,C001,P001,2024-03-23,1,55000,55000
T6176,C002,P002,2024-07-14,3,2000,6000
T52955,C008,P007,2023-07-31,9,150,1350
T1466,C008,P007,2023-04-06,11,150,1650
T17803,C001,P001,2023-05-30,1,55000,55000
T25419,C003,P003,2024-09-07,2,7500,15000
T33697,C001,P001,2023-12-24,1,55000,55000
T41878,C001,P001,2023-08-09,1,55000,55000
T3423,C003,P003,2023-07-09,1,7500,7500
T14784,C010,P005,2023-07-26,2,30000,60000
T16144,C007,P006,2024-02-26,2,1200,2400
T6301,C001,P001,2024-11-24,2,55000,110000
T17813,C002,P002,2024-12-11,3,2000,6000
T50631,C010,P005,2023-11-17,2,30000,60000
T5338,C001,P001,2024-10-12,1,55000,55000
T9523,C001,P001,2024-04-20,1,55000,55000
T45213,C010,P005,2024-10-08,1,30000,30000
T33588,C004,P003,2023-04-18,2,7500,15000
T12766,C009,P004,2023-01-04,4,500,2000
T12820,C009,P004,2023-06-29,2,500,1000
T41252,C001,P002,2023-10-23,1,2000,2000
T8198,C008,P007,2023-09-05,11,150,1650
T41981,C001,P002,2023-01-19,1,2000,2000
T12955,C009,P004,2023-01-01,4,500,2000
T1906,C007,P006,2024-12-05,1,1200,1200
T9345,C003,P003,2024-02-27,2,7500,15000
T29904,C010,P005,2023-12-08,2,30000,60000
T37615,C009,P004,2024-04-09,4,500,2000
T14868,C004,P003,2024-06-08,2,7500,15000
T27703,C001,P001,2024-06-28,1,55000,55000
T40587,C010,P005,2024-03-11,1,30000,30000
T21857,C001,P002,2023-08-09,1,2000,2000
T41548,C009,P004,2024-10-27,3,500,1500
T40983,C010,P005,2023-03-12,1,30000,30000
T22283,C008,P007,2023-03-17,9,150,1350
T2835,C004,P003,2024-08-24,2,7500,15000
T19360,C001,P001,2023-09-16,2,55000,110000
T28616,C001,P002,2024-12-09,2,2000,4000
T42811,C007,P006,2023-11-18,3,1200,3600
T40260,C003,P003,2024-08-03,1,7500,7500
T54604,C001,P001,2024-05-01,1,55000,55000
T8590,C009,P004,2024-04-16,2,500,1000
T20914,C007,P006,2023-02-03,3,1200,3600
T12611,C002,P002,2024-03-27,2,2000,4000
T26420,C001,P002,2024-12-28,1,2000,2000
T47960,C008,P007,2023-06-13,11,150,1650
T46850,C001,P002,2024-06-01,1,2000,2000
T23680,C001,P001,2024-01-11,1,55000,55000
T25378,C007,P006,2023-09-13,1,1200,1200
T42514,C007,P006,2023-05-22,1,1200,1200
T18999,C004,P003,2024-12-27,1,7500,7500
T28618,C007,P006,2023-09-26,2,1200,2400
T53526,C003,P003,2023-06-16,2,7500,15000
T13437,C004,P003,2023-10-17,1,7500,7500
T33240,C003,P003,2024-05-17,1,7500,7500
T12589,C007,P006,2023-07-09,1,1200,1200
T21030,C010,P005,2023-04-05,2,30000,60000
T26974,C001,P001,2024-04-01,2,55000,110000
T41541,C010,P005,2024-05-28,2,30000,60000
T13409,C008,P007,2024-04-19,10,150,1500
T28604,C002,P002,2024-02-15,2,2000,4000
T8608,C009,P004,2023-03-28,2,500,1000
T36413,C008,P007,2024-02-22,10,150,1500
T11130,C010,P005,2024-09-21,1,30000,30000
T54671,C001,P002,2024-02-22,1,2000,2000
T19018,C001,P001,2024-01-16,1,55000,55000
T22687,C007,P006,2024-07-17,3,1200,3600
T42159,C003,P003,2024-10-21,2,7500,15000
T10762,C007,P006,2023-02-25,3,1200,3600
T29943,C004,P003,2024-10-05,2,7500,15000
T26371,C001,P001,2024-03-22,2,55000,110000
T47241,C004,P003,2024-12-01,2,7500,15000
T35822,C002,P002,2024-01-30,3,2000,6000
T5692,C009,P004,2023-05-22,3,500,1500
T33493,C009,P004,2023-01-26,3,500,1500
T52559,C008,P007,2023-01-25,10,150,1500
T40408,C007,P006,2023-10-09,1,1200,1200
T38752,C007,P006,2023-08-27,3,1200,3600
T1948,C009,P004,2024-12-17,3,500,1500
T40569,C010,P005,2024-12-08,1,30000,30000
T3014,C008,P007,2024-11-23,11,150,1650
T46910,C002,P002,2023-05-11,2,2000,4000
T30366,C004,P003,2023-07-16,1,7500,7500
T51593,C001,P002,2023-06-29,2,2000,4000
T34566,C010,P005,2023-05-04,1,30000,30000
T25227,C004,P003,2023-06-06,1,7500,7500
T16565,C001,P002,2024-03-16,2,2000,4000
T43721,C008,P007,2024-10-20,10,150,1500
T2249,C008,P007,2023-01-17,10,150,1500
T4520,C002,P002,2024-02-01,3,2000,6000
T36968,C001,P002,2024-08-31,1,2000,2000
T39139,C007,P006,2024-07-11,2,1200,2400
T5052,C003,P003,2024-07-31,1,7500,7500
T38215,C001,P001,2024-04-05,1,55000,55000
T3598,C007,P006,2023-01-20,2,1200,2400
T47262,C003,P003,2023-10-18,2,7500,15000
T51567,C010,P005,2023-09-28,1,30000,30000
T33337,C001,P001,2024-02-10,1,55000,55000
T29911,C009,P004,2024-06-10,4,500,2000
T36203,C001,P002,2023-08-07,2,2000,4000
T14229,C004,P003,2023-12-18,1,7500,7500
T8224,C007,P006,2024-11-09,3,1200,3600
T36288,C004,P003,2023-10-01,1,7500,7500
T21776,C001,P002,2024-09-13,1,2000,2000
T46122,C010,P005,2023-11-23,2,30000,60000
T21077,C008,P007,2024-01-05,9,150,1350
T48902,C001,P002,2023-09-09,1,2000,2000
T33680,C002,P002,2024-04-10,2,2000,4000
T14720,C001,P002,2023-04-22,1,2000,2000
T54883,C001,P001,2023-12-03,1,55000,55000
T8208,C004,P003,2024-01-27,1,7500,7500
T20077,C007,P006,2024-01-25,2,1200,2400
T24721,C007,P006,2023-02-24,2,1200,2400
T3349,C001,P001,2023-12-02,2,55000,110000
T7880,C001,P002,2024-11-08,2,2000,4000
T18701,C008,P007,2024-06-27,11,150,1650
T26583,C010,P005,2024-11-28,1,30000,30000
T8583,C010,P005,2023-05-10,1,30000,30000
T18468,C004,P003,2024-01-04,1,7500,7500
T32617,C001,P001,2023-02-18,2,55000,110000
T25205,C001,P002,2024-08-30,1,2000,2000
T5610,C003,P003,2024-10-23,1,7500,7500
T30461,C001,P002,2023-05-26,1,2000,2000
T8655,C010,P005,2024-08-03,1,30000,30000
T23442,C010,P005,2024-08-11,1,30000,30000
T54470,C002,P002,2023-02-22,1,2000,2000
T12505,C009,P004,2024-12-17,3,500,1500
T33199,C007,P006,2024-04-14,3,1200,3600
T32232,C003,P003,2024-10-06,1,7500,7500
T13965,C010,P005,2023-05-16,1,30000,30000
T21110,C001,P002,2023-04-18,1,2000,2000
T37122,C010,P005,2024-10-09,1,30000,30000
T29777,C001,P002,2023-01-16,2,2000,4000
T53433,C004,P003,2023-02-11,1,7500,7500
T14243,C001,P002,2023-03-16,1,2000,2000
T26994,C003,P003,2023-05-18,2,7500,15000
T33090,C010,P005,2023-02-10,1,30000,30000
T54342,C004,P003,2023-01-19,1,7500,7500
T35186,C001,P002,2023-05-28,2,2000,4000
T19069,C007,P006,2024-10-01,1,1200,1200
T49635,C004,P003,2023-06-24,2,7500,15000
T35851,C009,P004,2024-08-14,3,500,1500
T24050,C002,P002,2023-02-07,2,2000,4000
T4784,C001,P002,2023-01-04,1,2000,2000
T48746,C002,P002,2024-03-01,2,2000,4000
T1391,C001,P002,2023-12-21,1,2000,2000
T24145,C007,P006,2023-04-24,2,1200,2400
T45011,C002,P002,2024-08-25,1,2000,2000
T3766,C009,P004,2024-03-25,2,500,1000
T44488,C001,P001,2023-04-23,2,55000,110000
T14190,C010,P005,2024-12-12,2,30000,60000
T14220,C004,P003,2024-07-09,1,7500,7500
T38717,C008,P007,2023-11-14,10,150,1500
T32160,C003,P003,2024-03-21,1,7500,7500
T9922,C009,P004,2023-12-23,3,500,1500
T45153,C004,P003,2024-10-07,1,7500,7500
T39690,C004,P003,2024-10-25,1,7500,7500
T14551,C007,P006,2023-09-19,2,1200,2400
T3909,C003,P003,2024-11-02,2,7500,15000
T5904,C004,P003,2024-02-11,1,7500,7500
T37497,C003,P003,2023-12-03,1,7500,7500
T8428,C009,P004,2023-04-02,4,500,2000
T43854,C010,P005,2024-12-19,1,30000,30000
T12608,C008,P007,2023-10-25,10,150,1500
T21521,C002,P002,2024-12-08,3,2000,6000
T51055,C007,P006,2024-09-30,3,1200,3600
T27493,C007,P006,2023-07-08,2,1200,2400
T17915,C001,P002,2023-06-04,2,2000,4000
T35496,C004,P003,2023-11-28,1,7500,7500
T26979,C010,P005,2023-10-02,1,30000,30000
T37362,C003,P003,2023-10-01,1,7500,7500
T36655,C007,P006,2024-03-13,1,1200,1200
T12512,C002,P002,2024-02-22,1,2000,2000
T37429,C007,P006,2024-01-21,2,1200,2400
T33156,C004,P003,2024-03-03,1,7500,7500
T10980,C004,P003,2023-03-13,1,7500,7500
T7485,C010,P005,2024-11-02,2,30000,60000
T49626,C004,P003,2024-08-06,2,7500,15000
T21198,C003,P003,2023-03-22,1,7500,7500
T34780,C009,P004,2023-04-15,3,500,1500
T23098,C009,P004,2023-05-21,3,500,1500
T42663,C003,P003,2023-02-05,2,7500,15000
T18734,C001,P002,2024-07-04,1,2000,2000
T17310,C003,P003,2023-08-04,2,7500,15000
T39723,C010,P005,2023-05-20,1,30000,30000
T43217,C008,P007,2023-07-18,11,150,1650
T7121,C002,P002,2024-05-25,3,2000,6000
T15578,C008,P007,2024-06-05,9,150,1350
T41183,C008,P007,2023-04-15,11,150,1650
T15601,C009,P004,2024-02-10,4,500,2000
T25821,C004,P003,2024-08-22,2,7500,15000
T45995,C001,P002,2023-06-28,2,2000,4000
T32607,C004,P003,2024-10-11,1,7500,7500
T46069,C007,P006,2024-05-08,1,1200,1200
T9676,C001,P001,2023-02-03,2,55000,110000
T52825,C009,P004,2023-10-22,2,500,1000
T41725,C001,P001,2024-11-17,1,55000,55000
T48593,C002,P002,2023-11-04,1,2000,2000
T26978,C001,P002,2023-06-21,2,2000,4000
T49425,C010,P005,2024-11-23,1,30000,30000
T49410,C004,P003,2024-07-28,2,7500,15000
T18421,C007,P006,2024-11-10,3,1200,3600
T52914,C003,P003,2023-02-01,1,7500,7500
T42736,C009,P004,2024-06-04,3,500,1500
T51688,C001,P001,2024-05-05,2,55000,110000
T50392,C001,P001,2024-04-28,1,55000,55000
T24500,C002,P002,2024-05-11,1,2000,2000
T19187,C008,P007,2023-07-17,9,150,1350
T30627,C004,P003,2023-01-21,1,7500,7500
T47668,C009,P004,2023-03-07,2,500,1000
T22891,C009,P004,2023-10-03,2,500,1000
T24082,C007,P006,2024-09-01,2,1200,2400
T38788,C007,P006,2024-06-25,3,1200,3600
T26172,C004,P003,2024-09-01,1,7500,7500
T2879,C008,P007,2023-09-24,11,150,1650
T3614,C001,P002,2024-10-30,2,2000,4000
T42116,C001,P002,2023-04-20,2,2000,4000
T3297,C003,P003,2024-09-07,1,7500,7500
T53350,C007,P006,2024-07-24,2,1200,2400
T46317,C003,P003,2023-01-14,1,7500,7500
T3151,C001,P001,2024-01-11,2,55000,110000
T10863,C004,P003,2023-10-21,2,7500,15000
T31405,C009,P004,2023-05-05,3,500,1500
T5558,C001,P002,2023-03-24,2,2000,4000
T40033,C001,P001,2024-05-30,1,55000,55000
T46016,C008,P007,2023-01-27,11,150,1650
T39496,C009,P004,2023-04-09,4,500,2000
T31079,C002,P002,2024-06-21,3,2000,6000
T3206,C002,P002,2023-09-02,2,2000,4000
T24726,C003,P003,2023-05-22,1,7500,7500
T11001,C003,P003,2023-02-08,1,7500,7500
T46769,C001,P002,2024-09-13,1,2000,2000
T43819,C007,P006,2024-08-19,3,1200,3600
T9309,C003,P003,2024-09-07,2,7500,15000
T27592,C007,P006,2024-09-19,3,1200,3600
T23827,C009,P004,2024-06-14,4,500,2000
T48699,C004,P003,2023-11-03,1,7500,7500
T48284,C008,P007,2024-05-06,10,150,1500
T30675,C003,P003,2024-12-11,2,7500,15000
T52302,C003,P003,2023-02-28,2,7500,15000
T31321,C001,P001,2023-02-03,1,55000,55000
T52197,C010,P005,2024-03-17,2,30000,60000
T23163,C010,P005,2023-03-04,1,30000,30000
T4550,C001,P002,2024-10-23,1,2000,2000
T50820,C010,P005,2024-07-24,1,30000,30000
T6123,C003,P003,2024-12-19,1,7500,7500
T19604,C002,P002,2023-07-12,3,2000,6000
T32604,C010,P005,2024-12-26,1,30000,30000
T17045,C008,P007,2024-12-20,9,150,1350
T42778,C001,P001,2023-04-02,1,55000,55000
T49372,C007,P006,2024-10-07,1,1200,1200
T31821,C010,P005,2024-08-29,1,30000,30000
T37676,C002,P002,2023-04-07,1,2000,2000
T9414,C004,P003,2024-05-18,1,7500,7500
T5881,C009,P004,2024-11-08,4,500,2000
T9847,C001,P001,2023-02-06,2,55000,110000
T32014,C001,P001,2023-07-20,1,55000,55000
T49332,C003,P003,2024-09-17,1,7500,7500
T22773,C003,P003,2024-03-01,1,7500,7500
T52972,C007,P006,2023-08-07,3,1200,3600
T32032,C001,P001,2024-03-11,1,55000,55000
T39612,C003,P003,2024-04-12,2,7500,15000
T17706,C003,P003,2023-08-11,2,7500,15000
T52426,C001,P001,2024-11-21,1,55000,55000
T21508,C007,P006,2023-12-27,1,1200,1200
T23953,C009,P004,2024-09-04,3,500,1500
T43768,C001,P001,2023-01-15,2,55000,110000
T36134,C008,P007,2023-01-10,10,150,1500
T17990,C008,P007,2024-05-04,9,150,1350
T39361,C009,P004,2024-09-24,3,500,1500
T45642,C003,P003,2023-09-18,2,7500,15000
T10849,C009,P004,2023-08-18,4,500,2000
T27278,C008,P007,2024-11-24,11,150,1650
T38553,C010,P005,2023-06-13,1,30000,30000
T32060,C002,P002,2023-07-22,3,2000,6000
T5374,C001,P001,2023-05-29,2,55000,110000
T15202,C001,P001,2023-02-23,2,55000,110000
T51710,C001,P002,2024-09-12,2,2000,4000
T31219,C007,P006,2023-07-19,1,1200,1200
T14498,C008,P007,2023-01-02,9,150,1350
T31307,C001,P002,2024-12-03,1,2000,2000
T32757,C010,P005,2024-08-06,1,30000,30000
T40793,C001,P002,2024-04-19,2,2000,4000
T51306,C010,P005,2024-04-01,2,30000,60000
T14359,C009,P004,2023-08-14,3,500,1500
T29697,C010,P005,2023-08-20,1,30000,30000
T47208,C003,P003,2023-10-02,2,7500,15000
T18171,C004,P003,2023-08-06,1,7500,7500
T21828,C003,P003,2024-05-05,1,7500,7500
T52330,C009,P004,2024-11-25,4,500,2000
T23410,C001,P001,2023-03-23,1,55000,55000
T18957,C003,P003,2024-10-26,1,7500,7500
T11034,C004,P003,2023-02-09,1,7500,7500
T26707,C009,P004,2024-07-04,2,500,1000
T53710,C007,P006,2024-10-14,1,1200,1200
T24941,C002,P002,2024-10-31,3,2000,6000
T39252,C003,P003,2023-01-30,2,7500,15000
T31446,C004,P003,2024-08-23,2,7500,15000
T42997,C009,P004,2024-06-20,4,500,2000
T15770,C002,P002,2023-11-14,3,2000,6000
T17757,C004,P003,2023-09-23,2,7500,15000
T30104,C008,P007,2023-07-15,9,150,1350
T11690,C008,P007,2024-07-06,9,150,1350
T13086,C004,P003,2023-01-16,1,7500,7500
T50601,C003,P003,2024-08-28,1,7500,7500
T19162,C001,P001,2023-01-10,2,55000,110000
T6817,C009,P004,2023-10-29,2,500,1000
